Id,SalePrice
1461,167429.94
1462,166887.47
1463,167277.38
1464,167862.42
1465,167318.7
1466,169204.0
1467,168701.12
1468,167436.81
1469,168351.08
1470,168004.8
1471,168907.83
1472,170079.56
1473,169909.17
1474,167406.16
1475,168334.55
1476,166111.48
1477,167215.8
1478,166507.19
1479,167140.7
1480,167051.8
1481,167315.81
1482,166882.38
1483,167231.11
1484,166972.8
1485,167598.17
1486,167666.6
1487,166204.48
1488,167713.61
1489,167376.3
1490,166902.27
1491,166714.53
1492,165529.2
1493,166684.33
1494,167732.48
1495,167235.9
1496,168167.03
1497,166967.22
1498,168806.53
1499,168970.81
1500,169022.23
1501,169665.48
1502,168155.47
1503,167936.55
1504,167892.05
1505,167870.1
1506,168533.89
1507,167913.81
1508,168587.73
1509,168228.14
1510,166771.64
1511,168109.45
1512,166647.94
1513,168844.38
1514,168650.28
1515,167953.22
1516,167769.9
1517,168546.89
1518,167635.89
1519,167132.75
1520,168862.56
1521,168341.6
1522,166346.4
1523,166825.4
1524,167104.05
1525,168008.47
1526,167967.62
1527,167005.75
1528,167008.14
1529,167678.42
1530,166700.39
1531,165068.58
1532,169415.52
1533,168445.03
1534,166624.27
1535,167041.9
1536,168974.69
1537,168470.25
1538,166978.05
1539,167254.39
1540,166872.98
1541,167046.69
1542,167164.77
1543,167610.48
1544,168034.94
1545,168340.16
1546,167152.81
1547,167352.03
1548,168022.9
1549,168225.4
1550,167217.23
1551,167783.83
1552,167673.47
1553,167014.67
1554,166401.61
1555,169149.94
1556,169133.34
1557,166325.16
1558,167178.66
1559,167782.88
1560,166176.28
1561,168383.67
1562,167892.05
1563,168289.28
1564,168351.88
1565,167737.12
1566,167767.52
1567,167174.19
1568,167226.97
1569,166022.14
1570,167016.27
1571,166816.33
1572,166945.88
1573,167495.75
1574,167392.42
1575,168208.25
1576,167696.34
1577,167129.06
1578,167979.48
1579,167305.12
1580,166880.3
1581,168676.83
1582,166865.33
1583,168710.61
1584,167202.4
1585,166951.3
1586,167107.25
1587,167190.3
1588,168384.0
1589,167759.69
1590,167955.61
1591,166743.81
1592,168015.84
1593,166320.39
1594,168170.72
1595,167560.12
1596,166893.81
1597,165902.97
1598,167352.53
1599,168140.08
1600,167942.02
1601,166633.48
1602,166547.84
1603,167038.89
1604,168380.31
1605,166957.03
1606,168432.02
1607,167416.55
1608,167600.4
1609,166932.52
1610,167727.2
1611,168011.53
1612,166866.28
1613,166889.22
1614,168642.4
1615,169085.6
1616,168879.97
1617,169206.08
1618,166618.55
1619,167519.55
1620,168310.45
1621,168436.17
1622,168394.6
1623,166866.94
1624,166788.66
1625,168252.69
1626,168699.19
1627,167237.17
1628,167489.05
1629,168591.92
1630,166809.81
1631,166944.92
1632,166404.17
1633,167340.39
1634,167812.17
1635,168450.97
1636,168210.81
1637,167349.17
1638,168325.53
1639,168077.08
1640,167781.77
1641,168062.48
1642,167256.8
1643,166444.94
1644,167668.52
1645,167892.19
1646,167869.14
1647,167746.23
1648,168556.23
1649,168334.55
1650,168329.88
1651,166909.9
1652,169471.1
1653,169305.69
1654,167513.16
1655,168118.6
1656,168200.22
1657,167755.67
1658,168102.72
1659,167382.69
1660,168503.03
1661,167063.4
1662,167282.47
1663,167176.42
1664,167061.03
1665,167098.95
1666,166984.08
1667,166922.16
1668,167251.38
1669,167351.42
1670,167093.69
1671,167764.31
1672,167593.86
1673,167292.69
1674,167852.66
1675,167943.77
1676,167569.72
1677,167785.75
1678,168253.48
1679,167417.5
1680,167610.64
1681,167125.4
1682,167284.08
1683,167734.89
1684,166989.5
1685,167431.22
1686,167082.86
1687,167507.4
1688,167864.83
1689,167585.7
1690,167598.17
1691,167518.77
1692,167144.38
1693,167109.78
1694,167552.14
1695,166905.3
1696,166661.45
1697,167440.8
1698,167299.39
1699,167252.8
1700,168312.86
1701,167317.1
1702,167342.95
1703,167450.88
1704,167281.52
1705,167456.62
1706,167301.78
1707,167464.92
1708,167349.34
1709,167171.8
1710,167787.69
1711,167707.05
1712,167650.94
1713,167454.22
1714,167901.0
1715,167766.22
1716,167113.77
1717,167655.25
1718,167770.72
1719,166947.94
1720,167305.44
1721,167081.9
1722,167410.62
1723,167518.6
1724,167193.16
1725,167540.48
1726,167392.9
1727,167729.92
1728,167670.42
1729,167937.05
1730,167611.44
1731,167997.28
1732,168461.4
1733,168224.11
1734,168188.36
1735,167528.8
1736,168188.83
1737,166003.0
1738,167478.81
1739,167604.72
1740,167579.94
1741,168214.33
1742,168406.31
1743,167961.86
1744,166832.25
1745,166478.45
1746,167731.53
1747,167521.95
1748,167769.11
1749,167957.38
1750,168408.39
1751,167339.6
1752,168362.95
1753,167919.9
1754,167910.95
1755,168217.86
1756,165346.19
1757,168044.55
1758,167207.19
1759,167158.88
1760,166891.61
1761,168348.34
1762,168150.83
1763,167582.67
1764,166938.88
1765,168275.47
1766,167198.73
1767,168008.81
1768,167612.08
1769,168149.86
1770,168015.84
1771,168042.3
1772,167459.81
1773,168417.08
1774,167526.56
1775,167773.77
1776,167371.2
1777,167978.69
1778,166802.02
1779,167569.72
1780,166980.6
1781,167581.23
1782,168173.12
1783,167365.77
1784,167139.6
1785,167664.83
1786,168165.75
1787,167547.19
1788,167904.53
1789,167618.62
1790,167655.08
1791,167722.72
1792,168024.34
1793,168140.72
1794,167227.12
1795,167276.72
1796,167351.42
1797,167569.4
1798,168044.55
1799,168188.03
1800,168109.92
1801,168209.53
1802,168188.67
1803,167971.97
1804,168057.52
1805,168227.66
1806,167326.83
1807,166628.08
1808,167364.66
1809,167027.4
1810,167488.72
1811,166919.77
1812,168110.9
1813,166834.3
1814,167819.2
1815,167923.75
1816,167708.81
1817,167520.02
1818,167689.14
1819,167554.53
1820,167827.05
1821,167872.83
1822,167553.1
1823,168332.28
1824,167836.17
1825,167167.66
1826,167178.98
1827,167593.05
1828,166980.27
1829,167152.98
1830,167752.64
1831,167051.62
1832,168374.36
1833,168213.06
1834,166952.88
1835,167947.94
1836,167425.95
1837,168107.39
1838,167376.62
1839,167694.73
1840,167833.12
1841,168194.61
1842,167380.78
1843,168392.02
1844,167805.6
1845,167569.08
1846,166670.98
1847,166971.2
1848,167743.69
1849,167618.48
1850,167301.45
1851,167932.08
1852,167606.02
1853,168198.14
1854,167384.45
1855,167591.12
1856,167594.33
1857,167000.98
1858,167877.95
1859,167921.81
1860,168098.08
1861,167919.27
1862,167599.61
1863,167679.86
1864,167678.9
1865,167272.75
1866,167736.47
1867,167254.39
1868,167303.2
1869,167248.02
1870,167360.66
1871,167031.72
1872,167359.38
1873,167368.0
1874,167185.19
1875,167618.16
1876,167238.12
1877,167501.34
1878,167124.28
1879,167714.25
1880,168188.53
1881,167117.28
1882,167451.98
1883,167542.39
1884,167197.94
1885,167440.17
1886,167870.75
1887,167201.62
1888,166957.19
1889,167129.72
1890,168244.98
1891,167363.86
1892,168258.62
1893,167838.08
1894,167140.7
1895,167810.08
1896,167183.28
1897,168292.81
1898,167457.42
1899,167431.06
1900,166974.22
1901,166818.56
1902,167904.53
1903,166724.4
1904,168046.95
1905,168072.6
1906,167673.47
1907,167353.48
1908,167757.61
1909,167996.14
1910,167860.19
1911,167763.83
1912,167623.42
1913,167518.44
1914,167559.02
1915,167922.31
1916,166909.73
1917,167575.97
1918,167654.6
1919,167954.17
1920,168092.14
1921,167121.27
1922,167293.97
1923,167438.25
1924,167631.58
1925,167544.62
1926,167252.0
1927,167960.75
1928,167908.69
1929,168025.3
1930,167749.92
1931,167835.05
1932,167866.11
1933,167371.03
1934,167558.69
1935,167877.95
1936,167539.53
1937,167844.33
1938,167942.02
1939,167257.11
1940,167459.97
1941,167272.27
1942,167929.52
1943,167601.05
1944,167156.02
1945,167560.12
1946,167699.2
1947,167370.08
1948,167573.08
1949,167797.3
1950,167886.75
1951,167799.36
1952,167835.05
1953,167933.03
1954,167750.56
1955,167704.31
1956,167580.11
1957,167913.66
1958,167928.88
1959,167393.55
1960,167981.08
1961,167851.22
1962,168244.66
1963,168301.62
1964,168425.42
1965,167820.48
1966,167818.89
1967,167372.8
1968,167616.39
1969,167658.44
1970,167691.38
1971,167496.06
1972,167324.92
1973,167276.42
1974,167624.22
1975,167600.4
1976,167698.73
1977,167510.44
1978,167289.33
1979,167557.4
1980,167373.6
1981,167646.45
1982,167838.08
1983,167674.73
1984,167692.33
